-3.655370143027498742e-01 1.023381271604361764e+00
-2.183232161649335812e-01 1.297980173940355364e+00
-2.804108590781015375e-01 1.008990652111156017e+00
8.506798247462268314e-01 5.843373848495898581e-01
-3.404235016825037929e-01 8.167592950989913669e-01
3.426919094763418161e-01 1.191082601342666969e+00
-8.165750360704377986e-01 9.651672186609959736e-01
4.808038288980109876e-01 5.251393302105948901e-01
-9.729068260112326560e-02 1.515429695240208208e+00
6.060521966830266782e-01 1.321933254651446621e+00
3.998359866141564800e-01 9.868608692942765215e-01
-3.993806845482792411e-01 6.015878283076974142e-01
-1.251070488467939112e-01 1.058788908692686714e+00
2.770620281924050521e-01 1.191545389329428328e+00
1.493851136841774507e-01 1.344655719673932381e+00
-6.782891999887429024e-02 1.669790789668989639e+00
2.120385628449286963e-01 1.270853952066707926e+00
3.978293468027876423e-01 1.004034032110833419e+00
2.817154964048750876e-01 7.822287806050929326e-01
-1.074312003430265561e+00 8.388569781879982035e-01
-9.090897114042557625e-01 1.343626898473771369e+00
-9.320834201328693780e-01 8.147408919128912297e-01
-2.133600394872511574e-01 1.253742455757432595e+00
-1.382090656459101195e-02 4.669557270496905721e-01
3.355588078949710007e-01 1.037483041922924620e+00
3.515829524443929432e-02 7.859482999873239617e-01
5.621699874592586132e-01 9.983968303350330142e-01
2.152239751115630761e-01 1.174866487897915146e+00
-2.528461272873294696e-01 1.568957364981998115e+00
8.883243940673689609e-01 1.282149450441012029e+00
2.630244824646123192e+00 5.874685687856746608e-01
1.486872241706730824e+00 1.300083790341855838e+00
2.383053415940170616e+00 1.731085748299379556e+00
1.989070676232119972e+00 -8.703294712123899046e-02
2.366328380259199893e+00 5.961043185869400185e-01
1.325829197460071773e+00 1.750660248050765144e+00
2.186802628420765338e+00 9.135868949865101341e-01
2.649874750410371682e+00 1.407690392456569572e+00
1.186863851519669888e+00 4.805306295164880614e-01
1.687947908331169478e+00 6.851364861068666157e-01
1.697280549791149618e+00 1.113537116347768974e+00
2.643397541551678831e+00 1.543103229018363276e+00
2.049187157063121045e+00 6.075126418597406319e-01
2.233857275166243550e+00 1.679750753012763553e+00
1.781283626048367097e+00 9.696868790513543113e-01
9.030072182186243968e-01 -2.630187968291499701e-01
1.965298890728234049e+00 4.826978851039576135e-01
2.055564054915989924e+00 4.562795558363227366e-01
2.182222658993097308e+00 2.177100419984784097e+00
2.462903943455863498e+00 9.376929315934056097e-01
2.286528725533658157e+00 5.532619469586110839e-01
1.992772213380542112e+00 2.555428935434679527e+00
1.644569878058433243e+00 7.779244001889795701e-02
1.801047906768476148e+00 -7.158844476955583680e-02
1.902142530335878767e+00 1.028678861990484972e+00
2.371392341220188271e+00 3.027057547793073899e-01
1.217121940698253635e+00 1.331312152968460394e+00
1.945693199668119489e+00 2.147904604573397158e+00
1.700200222154374163e+00 5.812850164320700896e-01
1.944863006397293148e+00 7.528661412318837787e-02
2.028925501882490767e+00 8.042565561770209648e-02
1.784546558419445095e+00 7.386644342624382187e-02
1.971757066518084800e+00 4.062316377871938444e-01
1.536184193676297660e+00 9.813325593558932525e-01
2.043199353742807478e+00 6.424826589627883333e-01
1.488793623939527411e+00 1.985675496925419559e+00
1.978174110104727657e+00 1.301240994473416235e+00
1.505813335896119876e+00 7.086153697275378027e-01
2.217295385088535742e+00 8.238249904331740314e-01
1.973288624354053722e+00 8.066446696794248306e-01
1.668525962301121268e+00 2.093236265527536943e+00
1.831765039770892667e+00 1.996324974801138019e-01
1.984294200368969641e+00 5.392822747233296798e-01
2.281641700924327054e+00 8.127843213329631888e-01
2.675636915031903484e+00 1.849240606971283007e+00
2.361078440038821835e+00 3.635376260560251316e-01
2.037906769043926314e+00 -8.357887166519828437e-01
2.411972457803400971e+00 1.223572882646686732e+00
1.627685386530273837e+00 1.369913190142004078e+00
1.905012132076365550e+00 1.108090745293407009e+00
2.024787866202047315e+00 1.492953667523194916e+00
2.672236931915988656e+00 9.500310094615407319e-01
1.403832638242867858e+00 1.266773468793265689e+00
2.106497786737187905e+00 8.457172926879393815e-01
2.547800825147653381e+00 1.830175272965381961e-01
1.916391436820989780e+00 9.143065591443805262e-01
1.966126454585849004e+00 2.001178272564429150e+00
2.389278834458356204e+00 1.816603529076630696e+00
1.910453407658860847e+00 5.897661465203745124e-01
2.957532152184620511e+00 5.071027787941831955e-01
2.109792808054598456e+00 1.511966776719667838e+00
1.952171511582595498e+00 1.488308614679371811e+00
2.764570584052798097e+00 1.366201223989686797e+00
1.149445564515336304e+00 5.365599860748019312e-01
2.179007845871267168e+00 1.609235537747264910e+00
1.957276693707393989e+00 2.511714202109783800e-01
2.435791267009249417e+00 1.869088044374297652e+00
2.189996263520829878e+00 1.381656065004967626e+00
1.405768322376783175e+00 1.588243726866432226e+00
2.374550641846929544e+00 9.899785567925742935e-01
